route_id,trip_id,service_id,trip_headsign,trip_short_name,direction_id,shape_id
O0518AAA0A,be32e8aa-0747-48f1-aa17-fe3ec8159744,U_REG,Circular,518,0,de59
O0519AAA0A,1bda09f7-575f-4f84-af67-1e2ca540c07d,U_REG,Circular,519,0,67l0
O0538AAA0A,65ee9acc-975b-4171-b560-8c974598d99f,U_REG,Rocinha,538,1,xhdq
O0538AAN0A,107965fb-f4d3-42bc-a825-236cfe3dc382,U_REG,Rocinha,SN538,1,96cu
O0539AAA0A,0f907a51-532c-4a8f-a041-a9c3365c8362,U_REG,Rocinha,539,1,9ftt
O0548AAA0A,d8c6c25c-9214-4abb-ad7c-e5001b9adb15,U_REG,Metrô Botafogo,548,1,ugt3
O0550AAA0A,3be16be0-6468-43bc-954c-642ce82e8713,U_REG,Cidade de Deus,550,1,iu4f
O0550AAN0A,3ac07d99-14e9-4f47-87a1-8d5e80354193,U_REG,Cidade de Deus,SN550,1,i145
O0550AAPAA,eeb12513-18be-43ce-b186-0f354e711c79,U_REG,Cidade de Deus,SPA550,1,7x13
O0550AAPBA,88692f30-c738-4cdf-97a1-6376847060f5,U_REG,Tijuquinha,SPB550,1,o43a
O0552AAA0A,d8984607-3a6f-4463-91cf-2767062d40d7,U_REG,Terminal Alvorada,552,1,a56f
O0553AAA0A,5bb5c55b-16ef-491c-9d4d-6323a16b4d87,U_REG,Recreio dos Bandeirantes,553,1,v86l
O0553AAP0A,f59da904-8e71-4352-9445-621e5950d562,U_REG,Rio Sul,SP553,0,n2cd
O0554AAA0A,73e03102-3d31-46bc-a7ba-4af563ea3a30,U_REG,Piabas,554,1,m138
O0554AAN0A,5ed94d1f-57d1-46b2-8ea4-8c93136152e7,U_REG,Rio Sul,SN554,0,n371
O0555AAA0A,9a6d149c-9746-48a8-a86e-19de75813ce1,U_REG,Rio das Pedras,555,1,ygz1
O0557AAA0A,ebcd1015-99cc-4a94-978f-298464fe43e4,U_REG,Rio das Pedras,557,1,6jfq
O0558AAA0A,5fcbcf20-d504-4ca2-a7fe-68246e9af333,U_REG,Copacabana,558,0,35a8
O0565AAA0A,ddfc29f4-ef33-49c7-9744-a06b44effff6,U_REG,Terminal Tanque,565,1,934c
O0565AAN0A,56a0f5b0-6be2-4d8d-ae9a-b4bd7c44383e,U_REG,Terminal Tanque,SN565,1,a5yt
O0583AAA0A,90688cf5-2648-41b2-afce-04c8ca7575ca,U_REG,Circular,583,0,1bx4
O0584AAA0A,ad531680-7197-4a2f-8103-dd09c2d8ca20,U_REG,Circular,584,0,ao0v
O0585AAA0A,f9479856-f9fc-45ff-8476-72c27eb01da7,U_REG,Largo do Machado,585,1,0z1a
O0600AAA0A,1c76b12d-64fc-4102-b543-48158f770f3e,U_REG,Saens Peña,600,0,v5ag
O0600AAN0A,5c42dc42-b1f1-4028-9158-1351f19a9099,U_REG,Saens Peña,SN600,0,xl90
O0601AAA0A,de1ce61b-72a9-4331-89f8-e25fed3fbc5c,U_REG,Santa Maria,601,1,cnsa
O0603AAA0A,1aa74c03-9f43-4ae6-bbf5-9e66bf242d92,U_REG,Usina,603,1,ttpq
O0606AAA0A,a84d1ce0-627e-44d9-a420-f10b599fcb24,U_REG,Engenho de Dentro,606,1,3oh2
O0606AAV0A,0480b58e-8ac0-46e6-b9a8-06a56a2245bd,U_REG,Engenho de Dentro,SV606,1,41i6
O0607AAA0A,b5c88118-8bd4-4bf1-90bd-ba9db56f2434,U_REG,Cascadura,607,1,0tap
O0608AAA0A,8c26d62f-041d-4b1f-8f90-51e357db21bd,U_REG,Metrô Saens Peña,608,0,tpq2
O0610AAA0A,5f3e374a-ca52-4f6f-8baa-fa8fd6eae5db,U_REG,Terminal Tanque,610,0,0f7c
O0611AAA0A,82aee788-effb-45d9-8ac5-1ecb1b715c63,U_REG,Riocentro,611,1,io9a
O0613AAA0A,658f6925-32ce-433a-b177-da864abb9890,U_REG,Metrô Del Castilho,613,0,fu9d
O0613AAPAA,8f816343-828c-4054-b93c-63b2f62d1238,U_REG,Riocentro,SPA613,1,53fs
O0614AAA0A,9768d411-a4f5-4cc9-907b-ed10b41f46da,U_REG,Metrô Del Castilho,614,1,ewfe
O0616AAA0A,dccac8fb-cb84-44ca-843b-38ca1ee08a6b,U_REG,Metrô Del Castilho,616,1,esdd
O0621AAA0A,a822a4d1-ea68-463d-95f9-b38fae33c3bd,U_REG,Saens Peña,621,0,or3g
O0622AAA0A,3a8bee90-34da-459e-9f20-03cd7e8d40bc,U_REG,Saens Peña,622,0,evji
O0623AAA0A,19b72dbb-8e56-442d-bceb-a9f424e9e1db,U_REG,Saens Peña,623,0,8e13
O0624AAA0A,076203ed-1970-4a98-90a5-683df82b448a,U_REG,Praça da Bandeira,624,0,trcm
O0624AAN0A,1d3397cc-bca2-401b-a4a4-d9b41e3f486a,U_REG,Praça da República,SN624,0,hqyl
O0624AAV0A,3bf1bf3f-9913-45c2-abc4-e0719e763de6,U_REG,Mariópolis,SV624,1,bmph
O0625AAA0A,10ca6270-d868-47a7-aaee-30314fcc8757,U_REG,Olaria,625,1,r8oy
O0626AAA0A,3cce769d-73d6-4a0a-84cc-58fb4d3e1f01,U_REG,Muda,626,0,8w0q
O0627AAA0A,66f9f45a-b252-4e1c-8fb5-dd6ed8c00da1,U_REG,Inhaúma,627,1,lfis
O0628AAA0A,c0107b21-56c5-412e-9838-19f152b03cbf,U_REG,Nova América,628,0,sapl
O0629AAA0A,e5755f51-4225-4558-96d1-5c99bd4ebf9e,U_REG,Saens Peña,629,0,pttw
O0629AAN0A,c731f929-65df-4305-86ba-be090c9be964,U_REG,Saens Peña,SN629,0,ca8d
O0630AAA0A,ace6489b-0014-42ae-8842-7d9dbe9cc361,U_REG,Penha (IAPI),630,1,fnf4
O0634AAA0A,ab8efcaa-fdbb-45fa-badf-db461155c5a7,U_REG,Saens Peña,634,0,5hoo
O0634AAN0A,11e1955c-ff5e-468f-b2ec-58748ea9acca,U_REG,Saens Peña,SN634,0,6rzc
O0635AAA0A,2f5b77a0-f241-47d0-b227-44b95137dc84,U_REG,Bananal,635,1,bogg
O0635AAP0A,a1258a04-992c-4258-bff1-5399b922db01,U_REG,Terminal Fundão,SP635,1,hgai
O0636AAA0A,09b93db5-640f-4a81-a529-31d1e5fecc07,U_REG,Saens Peña,636,0,ejp3
O0636AAN0A,1e6896de-0369-4e14-bf3d-82a9b7cf2a65,U_REG,Merck,SN636,1,vajz
O0638AAA0A,5b422166-cde1-4610-b494-41579b743124,U_REG,Marechal Hermes,638,1,4c0e
O0639AAA0A,322fc193-d441-40e3-a0a9-e1e9f10edd7a,U_REG,Jardim América,639,1,x0c0
O0639AAN0A,f12fa2ab-6019-4d71-a673-51de655f5d1f,U_REG,Jardim América,SN639,1,O0639AAA0AVDU01
O0645AAA0A,fd614a3f-b9a0-44d4-b0cb-0276df82c491,U_REG,Terminal Alvorada,645,1,1oge
O0650AAA0A,166bfe54-d800-4e7f-ad9c-d5428bc5f3e5,U_REG,Marechal Hermes,650,1,2so3
O0651AAA0A,0a3c1340-2963-4b28-ab06-8dddfb47cb92,U_REG,Circular,651,0,lzmk
O0652AAA0A,86e0fc61-fabe-49f9-8a00-39b8bd6c838b,U_REG,Circular,652,0,s14y
O0653AAA0A,b311ec1e-6450-4e24-a865-ec8d92c99a02,U_REG,Méier,653,0,98sl
O0663AAA0A,d89186c1-dede-491c-bcd8-b5f20483a442,U_REG,Fundão,663,0,xux8
O0665AAA0A,164a2177-fae7-4baa-802b-ba6fb3e34dba,U_REG,Pavuna,665,1,elhh
O0665AAVAA,6b78bf8d-29d2-47d7-a46e-ccce4459050d,U_REG,Saens Peña,SVA665,0,esfq
O0665AAVBA,444c0627-4cda-47bd-b65c-e6dbf800df0b,U_REG,Pavuna,SVB665,1,h6f6
O0669AAA0A,081c0085-3613-4551-9463-eb3d0d25620e,U_REG,Méier,669,0,2bjt
O0669AAV0A,767bde30-82ec-490f-ba9d-29d7799bee00,U_REG,Méier,SV669,0,d5ql
O0678AAA0A,98bcd452-d910-4d67-9429-355387394159,U_REG,Méier,678,1,4wtm
O0679AAA0A,c636cfd9-b03f-44c1-8078-64042a927d44,U_REG,Méier,679,0,pbqn
O0685AAA0A,91478ecc-ea90-4409-a82f-32464d97a691,U_REG,Méier,685,0,u6d2
O0685AAN0A,4e3e78c3-0bce-42d5-a41e-789d75cecdeb,U_REG,Méier,SN685,0,e6kz
O0685AAVAA,89dbfec9-001e-4cc7-b3e2-dc80334956ad,U_REG,Méier,SVA685,0,0mar
O0685AAVBA,7b71785f-f4c8-4b7f-b442-183eeb18f929,U_REG,Méier,SVB685,0,jgyw
O0687AAA0A,d7031295-dafa-49c5-9e45-37808a16d0b4,U_REG,Méier,687,0,owig
O0688AAA0A,a4d9ab85-d25a-4690-9e6b-34f73b30e5c9,U_REG,Méier,688,1,nh5h
O0691AAA0A,d1e1b29c-a64b-4c56-8afa-654da131b149,U_REG,Méier,691,1,tbv0
O0692AAA0A,ad30984b-ae12-4c97-b9ac-d4dfd24a709f,U_REG,Méier,692,1,5rss
O0692AAV0A,f1b4c3bb-9dde-4617-9ce8-63aa7c217a4c,U_REG,Méier,SV692,1,v1b9
O0693AAA0A,c651fa05-afe3-424f-8a16-302469cddc1e,U_REG,Terminal Alvorada,693,0,ex6i
O0696AAA0A,a458e5c1-055b-4683-82a4-487c27e71625,U_REG,Praia do Dendê,696,0,zbau
O0696AAN0A,e15f0df9-55bb-4cbd-8eca-bcb583307dd3,U_REG,Méier,SN696,1,O0696AAA0AVDU01
O0711AAA0A,e2454a21-1b53-4dde-9c63-40bb8dfac3f1,U_REG,Rio Comprido,711,0,2kyb
O0712AAA0A,f5b18f73-b2d9-4f7b-9c83-be214b88a80f,U_REG,Irajá,712,0,9u3h
O0721AAA0A,e2fc6baa-895c-4830-b035-e26d1c3eeabd,U_REG,Vila Cruzeiro,721,1,by87
O0731AAA0A,1280ea91-b1a4-444f-a506-212461f0e59d,U_REG,Campo Grande,731,1,cf7771c4-322c-49d6-86ae-c72d6c0ea485
O0731AAN0A,4bd2126e-c7d9-4a3b-87db-4aa6a702d218,U_REG,Marechal Hermes,SN731,0,hfpt
O0737AAA0A,29deca87-464e-4e2f-9379-f3a5783808b7,U_REG,Santíssimo,737,1,28lk
O0741AAA0A,0fcf8e3d-0d9f-4fa7-a9df-8dbc6d4277a1,U_REG,Circular,741,0,vhm4
O0743AAA0A,90a13f33-a3b2-44d5-bcbf-27dfd3054176,U_REG,Circular,743,0,82n7
O0745AAA0A,f8164087-f189-41a6-b015-b07f43e80335,U_REG,Cascadura,745,0,O0745AAA0AIDU01
O0746AAA0A,dffdf5bf-b370-4728-9aaf-3b3d6b79533a,U_REG,Jabour,746,1,O0746AAA0AVDU01
O0753AAA0A,e175f913-187a-44cf-84b3-0b03126b4693,U_REG,Santa Cruz,753,1,1t8g
O0754AAA0A,b9439d3d-6780-422a-a518-0093adbbf497,U_REG,Terminal Deodoro,754,0,jbfa
O0756AAA0A,ae8a7c6f-fd85-44ac-a118-fbe262975459,U_REG,Metrô Coelho Neto,756,0,O0756AAA0AIDU01
O0757AAA0A,576140cd-367f-4956-8a15-7c8ca805dbab,U_REG,Sepetiba,757,1,kqe4
O0759AAA0A,516634a6-3097-402f-aaf2-91d8bc96f94b,U_REG,Cesarão,759,1,O0759AAA0AVDU01
O0759AAP0A,dc40ee63-ac1a-44a4-b340-108f566f3252,U_REG,Cesarão,SP759,1,O0759AAP0AVDU01
O0764AAA0A,b6502a08-e7b7-4d6b-a031-12329f220ada,U_REG,Terminal Deodoro,764,0,fmqt
O0765AAA0A,39a478a5-d537-4680-85b7-c22758a6ec4a,U_REG,Largo do Mendanha,765,1,2auo
O0766AAA0A,97121706-3ca3-4791-82a5-30a9d603f7c9,U_REG,Freguesia,766,0,c7e2
O0766AAP0A,74463412-02e7-451a-94ad-558139b6b9c5,U_REG,Madureira,SP766,0,am75
O0770AAA0A,8f556d63-eeb1-47a5-90a1-229a086c78ff,U_REG,Campo Grande,770,1,O0770AAA0AVDU01
O0771AAA0A,4192813e-c5a9-4338-a9ed-7756dccffe8b,U_REG,Metrô Coelho Neto,771,0,r2mn
O0774AAA0A,1088eed6-0929-4c69-be42-ed1a4bca289d,U_REG,Jardim América,774,0,i9sp
O0774AAV0A,185f4fd7-9fe9-48fc-9899-65fe6febcea7,U_REG,Madureira,SV774,1,kdrb
O0775AAA0A,20a683db-39be-41ae-9b8b-d9fd880f2319,U_REG,Jardim América,775,1,z6mq
O0777AAV0A,24247352-d567-4717-9644-e2218b9f40ff,U_REG,Padre Miguel,SV777,1,O0777AAV0AVDU02
O0778AAA0A,03ad5b84-c160-42f0-b9e7-018b02c57e68,U_REG,Pavuna,778,1,j24j
O0779AAA0A,189fef75-57de-4966-9dfb-12b63bd4a1b4,U_REG,Terminal Madureira,779,0,llxx
O0779AAN0A,e6590084-b81c-4506-8b56-c6041516ff76,U_REG,Metrô Pavuna,SN779,1,rux8
O0780AAA0A,2efa2a68-abc0-4954-940e-dfb442e192e7,U_REG,Metrô Pavuna,LECD111,1,ts8r
O0783AAA0A,f6965bf8-7592-49a8-a447-a05ffeffb652,U_REG,Praça Seca,783,0,ztj0
O0785AAA0A,e5ddee08-bf3e-433c-a0a1-3c4e3e8f5de9,U_REG,Cascadura,785,1,op8l
O0786AAA0A,c829ff7a-13b9-4556-9070-4e3e693cc3fd,U_REG,Terminal Campo Grande,786,1,18ex
O0788AAA0A,63f83cbd-c2b2-4c17-a30c-caa293bd428a,U_REG,Terminal Campo Grande,788,1,kobu
O0790AAA0A,86f135b7-1527-4d4c-b472-d5d05b2177ba,U_REG,Campo Grande,790,1,bw4s
O0790AAN0A,f8008848-a201-4f0c-bbb1-ea700596b16a,U_REG,Campo Grande,SN790,1,i4pd
O0790AAV0A,5741e4cc-991b-4089-9381-926440831705,U_REG,Campo Grande,SV790,1,O0790AAV0AVDU02
O0791AAA0A,c1cc616a-4039-4734-9a9b-b5586d88914b,U_REG,Terminal Deodoro,LECD123,0,domd
O0793AAA0A,d1597b4c-04db-4dfc-9fd6-379ca9ffcacb,U_REG,Pavuna,793,1,kh8i
O0794AAA0A,bf38ce4d-7b3a-48e6-9563-464daa028d4d,U_REG,Bangu,794,1,97k8
O0794AAN0A,dd523b64-80c4-4a48-a802-6f0997fa18f8,U_REG,Cascadura,SN794,0,ojdq
O0795AAP0A,0f33ee14-9262-488d-9e57-2015c33d71f1,U_REG,Pavuna,SP795,1,6n94
O0796AAA0A,b52c39ce-69ff-4ee3-83b3-eb2bac5eae4e,U_REG,Campo Grande,796,1,bpq0
O0798AAA0A,ff781f77-d6aa-4667-b918-08ab06662196,U_REG,Terminal Deodoro,798,0,muj7
O0799AAA0A,bd8518fb-9628-4ce0-9d62-773784d5282f,U_REG,Bangu,LECD112,0,uuob
O0801AAA0A,01768e60-1257-422a-9f85-757c2ff4c914,U_REG,Taquara,801,0,O0801AAA0AIDU01
O0801AAP0A,c2797cf7-5be1-4773-9a20-12779e47abd1,U_REG,Terminal Sulacap,SP801,0,O0801AAP0AIDU01
O0802AAA0A,b092f177-386b-4c62-a847-0eba06c663ce,U_REG,Terminal Campo Grande,802,1,O0802AAA0AIDU01
O0803AAA0A,641944cd-6bb7-4ad4-b494-e7900025dcb2,U_REG,Jabour,803,1,c0ed6e59-3c16-40a6-a95a-9d755039f22a
O0803AAN0A,e5597387-ece2-48e8-b952-597cd48245f1,U_REG,Taquara,SN803,0,c0nv
O0803AAP0A,7f44fe63-aa78-4e29-bbf2-67f2baa1ea9a,U_REG,Jabour,SP803,1,3q7m
O0804AAA0A,2a273bb2-9b17-4e37-a9ae-9d8f57532e95,U_REG,Terminal Curral Falso,LECD109,1,O0804AAA0AVDU01
O0805AAA0A,2fb87b38-03f8-4f00-8158-3becc75c2f5f,U_REG,Jardim Oceânico,805,0,0piv
O0805AAP0A,c96fe7e2-2e2c-44ed-bb11-c2e6bf499e91,U_REG,Passarela da Barra,SP805,0,dqe8
O0807AAA0A,1586e173-61a9-4775-acf1-ee76792e756c,U_REG,Jesuítas,807,1,mrg9
O0808AAA0A,cb92622d-05de-46af-b810-5abd4e8823f0,U_REG,Salim,808,1,O0044CAA0AVDU01
O0809AAA0A,4d9c0b73-7259-4902-8691-178b631e5ce7,U_REG,Sagrado Coração,809,1,O0809AAA0AVDU01
O0810AAA0A,6a13376b-16db-407d-bb12-02146d387bd9,U_REG,Terminal Taquara,810,1,4519964d-83d0-43bf-9da3-c1eb6cfcd2bb
O0810AAN0A,bb28fbb4-485c-4fd6-ada1-747b41548f33,U_REG,Terminal Taquara,SN810,1,60or
O0810AAP0A,2f0a3c14-4a92-4928-bd3c-d42d61af3602,U_REG,Terminal Taquara,SP810,1,arib
O0812AAA0A,f0857736-4666-4e67-a4fd-41e888c48555,U_REG,Bangu,812,0,z1vr
O0817AAA0A,ab23b6da-b364-4e67-9eae-017b91f5fc8e,U_REG,Vargem Grande,817,0,O0039CAA0AIDU01
O0819AAA0A,1ea7c2ec-9746-47ba-980e-bc1df3fd6ca2,U_REG,Bangu,819,0,s7hi
O0820AAA0A,7c82b9aa-fa91-44c6-823b-49f9550a1ea7,U_REG,Rio da Prata,LECD119,1,coc0
O0821AAA0A,60aba8e1-6568-4661-8961-1c8fa5c511c9,U_REG,Circular,821,0,48cd2670-4edc-4a89-ae2b-f4bdd7f11d99
O0821AAN0A,00a5a40f-c794-450d-b32a-8c25c5b210c4,U_REG,Circular,SN821,0,atna
O0822AAA0A,d8177d35-1a7e-4a0b-b247-2e1f23082b31,U_REG,Circular,822,0,O0822AAA0AIDU01
O0825AAA0A,970b1eab-8b80-40c1-b680-852e11674adc,U_REG,Jesuítas,825,0,O0825AAA0AIDU02
O0825AAN0A,a1f6248a-7aa7-417c-b2fc-c0480c9f72f8,U_REG,Campo Grande,SN825,1,fw7x
O0826AAA0A,b791d552-de38-4e77-900f-99df9844e713,U_REG,Carobinha,826,1,w3e5
O0829AAA0A,926a0d67-8b40-4542-80d1-65b83d657896,U_REG,Circular,829,0,O0829AAA0AIDU01
O0830AAA0A,baac5a45-2685-4d36-af02-8f1bcebd18dd,U_REG,Pedregoso,830,1,cr4i
O0831AAA0A,3796ec78-7b78-4b11-b541-40b7d6124dee,U_REG,Colônia,831,1,7315d981-cc79-4dd9-b047-ad1850d7b6ea
O0831AAV0A,ed02c380-00fd-4081-ae6f-2857960571ef,U_REG,Colônia,SV831,1,60cm
O0833AAA0A,ea29d2ee-4d70-463c-977b-0028a939809e,U_REG,Conjunto Manguariba,833,1,O0833AAA0AVDU02
O0834AAA0A,250cc940-db9b-45c5-994c-a00fea09745c,U_REG,Terminal Campo Grande,834,1,yiae
O0835AAA0A,c3422c19-547b-4fdf-85fb-25a123b6428d,U_REG,Largo do Correia,835,1,O0835AAA0AVDU01
O0836AAA0A,78bf9390-214f-4f07-a001-30ae22c18766,U_REG,Terminal Campo Grande,836,0,yqse
O0837AAA0A,3277cd8e-e5a0-4c1b-8c11-6b0e8ca3f884,U_REG,Terminal Campo Grande,837,1,4k6g
O0838AAA0A,938dd69f-e91b-4c7e-b807-429305367741,U_REG,Terminal Magarça,838,0,O0838AAA0AVDU01
O0840AAA0A,8fade188-6a17-4884-9538-faec3c26e77a,U_REG,São Fernando,840,1,6a8e
O0840AAN0A,8a45dcb1-27bc-44dd-92d8-a0f27a82c95f,U_REG,Campo Grande,SN840,0,g24g
O0841AAA0A,326fe498-0817-4d64-9b97-0b2fec40b918,U_REG,Inhoaíba,841,0,72jl
O0842AAA0A,2021429b-c964-485c-9d9c-b5fc02ff83be,U_REG,Campo Grande,842,0,zppc
O0843AAA0A,e1a3a0df-f609-4a33-be42-8c9d0f9df586,U_REG,Circular,843,0,O0843AAA0AIDU01
O0844AAA0A,312db892-fd3a-4d87-bba6-6b837acbc47f,U_REG,Circular,844,0,O0844AAA0AVDU02
O0845AAA0A,e8846f34-76ec-4494-860c-5391dea6921a,U_REG,Terminal Campo Grande,LECD120,0,hjpx
O0846AAA0A,e3bb16ad-4188-4017-b6e7-5911e24a6ffb,U_REG,Terminal Campo Grande,846,0,b7c12a1c-a8af-4935-807d-afdd0b5a0664
O0846AAN0A,d1c33acb-13d7-4c72-a0ef-adc2ef64804d,U_REG,Terminal Campo Grande,SN846,0,O0846AAA0AIDU01
O0847AAA0A,d7ad645c-1726-4d4d-a9ac-107b3491dac7,U_REG,Terminal Campo Grande,847,0,O0847AAA0AIDU01
O0848AAA0A,a238e9c5-4dd4-42ba-93bb-26c95702d1cf,U_REG,Terminal Campo Grande,848,0,1hbz
O0848AAN0A,57c1b3a7-9455-4d8c-aecd-de03a6f23c72,U_REG,Circular,SN848,0,w20q
O0849AAA0A,a2fad117-e599-4a69-9d8a-4dec1d4e1f12,U_REG,Campo Grande,849,0,O0849AAA0AIDU01
O0850AAA0A,c17a95d4-cbd5-476c-b1e4-48372d67f588,U_REG,Campo Grande,850,0,O0850AAA0AIDU01
O0851AAA0A,670cb7e7-a1a9-49b8-8046-c332ab6242d1,U_REG,Escola Amazonas,851,0,O0851AAA0AIDU01
O0852AAA0A,7f7fa637-a76e-4da2-9957-4f5898e293ee,U_REG,Circular,852,0,4th2
O0853AAA0A,6c098807-25d6-4348-b2fd-44037e1fdec5,U_REG,Terminal Mato Alto,853,1,ks4m
O0853AAV0A,05083e76-fa04-46fb-bf53-e239c867e438,U_REG,Terminal Mato Alto,SV853,1,mtwu
O0854AAAAA,785a2655-0258-428c-b104-ad6486d713d0,U_REG,Terminal Campo Grande,854,1,O0854AAPAAVDU01
O0855AAA0A,bd93c0f9-8d5f-4427-9c0a-744bc3396ec9,U_REG,Terminal Magarça,855,1,fptc
O0856AAA0A,c04a7baf-4fd8-40eb-b95b-235590b40030,U_REG,Capoeira Grande,856,1,avb4
O0857AAA0A,f4489cbf-273c-4221-976f-9e1713b0080d,U_REG,Terminal Campo Grande,857,1,040z
O0857AAN0A,833bda68-917c-414c-a072-8b4086b612e8,U_REG,Terminal Campo Grande,SN857,1,O0896AAA0AIDU01
O0859AAA0A,c10defbb-309f-4dea-bc5e-88e6ce62a9c7,U_REG,Geremário Dantas,859,0,jolv
O0861AAA0A,e4a9ee50-665b-4a4e-b3c2-fb5e259a87bd,U_REG,Rio das Pedras,861,1,O0861AAA0AVDU01
O0861AAN0A,7a22f74a-d5f1-48b6-9d3d-0dd219f7bfab,U_REG,Curicica,SN861,0,apd5
O0862AAA0A,12f2d843-2eaa-4d5c-b23d-99a113db6671,U_REG,Circular,862,0,m3ov
O0863AAA0A,2be69eba-d176-4387-9c02-cc8e60dbb1e4,U_REG,Circular,863,0,gdmu
O0863AAV0A,689a6b66-1b1b-4626-9f4d-3d4e4ae08d6a,U_REG,Terminal Alvorada,SV863,0,awj6
O0864AAA0A,d02250dc-dc71-407d-87a9-54c97aacacbb,U_REG,Terminal Campo Grande,LECD121,1,noc4
O0864AAP0A,ad058096-2e03-4dd1-8dcd-4e332ff7fbf6,U_REG,Bangu,LECD122,1,O0864AAA0AVDU01
O0865AAA0A,8da89f21-3646-4716-b6a9-96b370304e9a,U_REG,Terminal Taquara,865,0,O0865AAA0AIDU01
O0866AAA0A,d4436c5b-115d-4bd2-9e8a-c74b381a6db2,U_REG,Circular,866,0,O0866AAA0AIDU01
O0866AAV0A,c7f19049-1c23-4c32-a6f8-a86890d137ff,U_REG,Terminal Pingo D'Água,SV866,0,davx
O0867AAA0A,de2ce27a-cf5e-4cc3-838d-6ce6f17d0b9e,U_REG,Barra de Guaratiba,867,1,e9ed4c81-0e5d-4cea-850b-58621b3e49c0
O0867AAN0A,854a3956-a33b-4a3f-b3a8-6de86b32d63e,U_REG,Terminal Campo Grande,SN867,0,hlf7
O0868AAA0A,cb4251ca-fd00-4620-bde7-1bbecfec99d1,U_REG,Campo Grande,868,0,sz5w
O0869AAA0A,aacd91dc-cb85-498b-9377-82421df003f3,U_REG,Santa Margarida,869,1,O0869AAA0AVDU01
O0870AAA0A,4cebf30a-508a-40c2-b58a-38f5ed2944e4,U_REG,Santa Cruz,870,0,d2fm
O0871AAA0A,fc61fe2d-7dfd-4a21-81e4-50a2790a992c,U_REG,Terminal Pingo D'Água,871,1,O0871AAA0AVDU02
O0872AAA0A,0c2b165c-12e3-47f6-b18d-f7727e347738,U_REG,Terminal Mato Alto,872,0,z4eg
O0878AAA0A,a61f6fb2-80ef-4f8f-a87c-15a849f95e8d,U_REG,Terminal Tanque,878,1,83ccb7af-09c8-4561-b82d-cbac750e601a
O0878AAN0A,8c55333a-b1ce-4f88-84e8-c39d1cc2ac70,U_REG,Barra da Tijuca,SN878,0,uhhm
O0878AAV0A,648dd20a-5ab0-49ab-a8dc-57f22f84387d,U_REG,Barra da Tijuca,SV878,0,mfed
O0880AAA0A,29a6e6d7-39c0-460a-b186-3fafea720deb,U_REG,Rio das Pedras,880,1,O0880AAA0AVDU01
O0880AAN0A,050910cc-807c-449f-bc65-91ccfe5af476,U_REG,Terminal Alvorada,SN880,0,md4r
O0881AAA0A,d561864c-cb92-49af-bc8b-d9158feb2465,U_REG,Terminal Taquara,881,1,mxko
O0883AAA0A,6bacde12-291b-498b-88be-6cd2bf1a339c,U_REG,Terminal Mato Alto,883,1,49ff21ac-2dab-4583-81ff-337fafcab12c
O0884AAA0A,3a66ac3d-6903-44a2-8ca8-fbae8ecd5834,U_REG,Terminal Campo Grande,884,0,b4rv
O0884AAN0A,c071ec49-72fe-4748-8754-a0fc512f62a6,U_REG,Sepetiba,SN884,1,yjja
O0885AAA0A,e7c96fc7-d940-433f-a814-4afbf77ea041,U_REG,Terminal Mato Alto,885,1,emux
O0885AAN0A,15d10cf3-d5b6-42f9-9f32-3dd5e8ec4820,U_REG,Santa Cruz,SN885,0,bjzh
O0892AAA0A,0b9128f1-51a6-4c36-8e1e-83780f9ec588,U_REG,Circular,892,0,O0892AAA0AIDU02
O0893AAA0A,d8c40fa5-c260-44bf-946f-7db5a4923702,U_REG,Jardim Palmares,893,1,5ef72db7-bb22-49e7-9a86-ccff200ce752
O0893AAN0A,e0eafb80-6dad-4a89-821a-09470931c079,U_REG,Campo Grande,SN893,0,O0893AAA0AIDU01
O0894AAA0A,40b2fae4-8577-406a-85b0-6225f8e96f7d,U_REG,Circular,894,0,5lsi
O0895AAA0A,292bf50c-cd66-4103-86f7-1daca80fa3c7,U_REG,Serrinha,895,1,O0895AAA0AVDU01
O0895AAN0A,eaf508aa-f192-418d-9d9e-3966ba76b461,U_REG,Circular,SN895,0,5i6v
O0897AAA0A,a9be0eff-0420-474c-a5ec-531906af294c,U_REG,Paciência,897,1,kbaz
O0897AAN0A,db2d1814-2440-4e0e-a050-f3b63247d8dc,U_REG,Santa Cruz,SN897,1,O0897AAA0AVDU01
O0898AAA0A,8f63048f-21a5-4e45-a640-8e7a2453630e,U_REG,Sepetiba,898,1,7d078f19-2746-4344-9b3c-e020f6a3183f
O0898AAN0A,8d7d41ab-bbcd-44c1-953f-a6c586e6dc7a,U_REG,Sepetiba,SN898,1,O0898AAA0AVDU01
O0899AAA0A,6e00c6da-d7b2-4420-a3d2-39e91223c289,U_REG,Barra de Guaratiba,899,1,O0045CAA0AIDU01
O0899AAV0A,734f40a3-dada-482f-a98d-06cc64b552d9,U_REG,Terminal Recreio,SV899,0,9r5c
O0900AAA0A,97aca944-0ad1-4097-9673-9d7c8eea6eac,U_REG,Downtown,900,0,dfa4e667-06fb-4d22-88e3-0a045f0e27a0
O0901AAA0A,e5741884-776d-4897-a7ae-6f63185a6de6,U_REG,Bonsucesso,901,1,vz7o
O0901AAVBA,30ed534a-334f-4f85-9142-c042349c9057,U_REG,Bonsucesso,SVB901,1,oreq
