id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre,civilians_dead,civilians_wounded,agents_dead,agents_wounded,men_dead,men_wounded,women_dead,women_wounded,kids_dead,kids_wounded,teenagers_dead,teenagers_wounded,elderly_dead,elderly_wounded
32868,"Rua Tonelero - Copacabana, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,COPACABANA,,,-22.9671077000,-43.1861717000,"31/12/2019, 21:01:00",false,false,,Tiros a esmo,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32840,"R. Firmino Leite - Vila Dagmar, Belford Roxo - RJ, 26130-100, Brasil",Sudeste,Rio de Janeiro,Belford Roxo,CENTRO,VILA DAGMAR,,-22.7631296000,-43.4032877000,"31/12/2019, 22:35:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32841,"Antares, Santa Cruz, Rio de Janeiro - RJ, 23510-360, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,SANTA CRUZ,,FAVELA DE ANTARES,-22.9216218000,-43.6634616000,"31/12/2019, 22:42:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32850,"Venda da Cruz, Niterói - RJ, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,VENDA DA CRUZ,,,-22.8605500000,-43.0889990000,"01/01/2020, 00:00:00",false,true,,Homicidio/Tentativa,,,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32847,"Av. Santa Luzia - Santa Luzia, São Gonçalo - RJ, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,SANTA LUZIA,,,-22.7901876000,-42.9838252000,"01/01/2020, 04:35:00",true,true,N�o identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32852,"Morro da Caixa D'água - Penha, Rio de Janeiro - RJ, 21070-000, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PENHA,,MORRO DA CAIXA D'AGUA (COMPLEXO DA PENHA),-22.8420386000,-43.2888077000,"01/01/2020, 13:30:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32854,"Complexo da Penha - Penha, Rio de Janeiro - RJ, 21070-390, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PENHA,,COMPLEXO DA PENHA,-22.8459830000,-43.2832516000,"01/01/2020, 15:12:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32853,"Morro do Juramento - Vicente de Carvalho, Rio de Janeiro - RJ, 21370, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.8627778000,-43.3152778000,"01/01/2020, 15:14:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32855,"R. Arabori - Rocha Miranda, Rio de Janeiro - RJ, 21545, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ROCHA MIRANDA,,,-22.8460549000,-43.3462394000,"01/01/2020, 18:00:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32856,"Estr. Santa Bertília, 710 - Inhoaíba, Rio de Janeiro - RJ, 23062-100, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,INHOAIBA,,LOTEAMENTO SANTA BERTILHA,-22.9042245000,-43.5979835000,"01/01/2020, 22:26:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32867,"Vila da Penha, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA DA PENHA,,,-22.8440802000,-43.3094623000,"02/01/2020, 16:50:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32874,"R. Francisco Meireles - Tiradentes, São Gonçalo - RJ, 24733, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,TIRADENTES,,,-22.8292113000,-42.9757026000,"02/01/2020, 19:00:00",false,false,,Homicidio/Tentativa,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32875,"Vila Kennedy, Rio de Janeiro - RJ, 21850-007, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA KENNEDY,,VILA KENNEDY,-22.8604006000,-43.4884116000,"02/01/2020, 20:00:00",true,true,N�o identificado,Operação policial,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32869,"R. Alvorada, 107 - Mirambi, São Gonçalo - RJ, 24731-200, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,MIRIAMBI,,,-22.8201380000,-42.9869070000,"03/01/2020, 03:20:00",true,true,N�o identificado,Ação policial,,,false,1,1,0,0,0,0,0,0,0,0,0,1,0,0
32884,"Caramujo, Niterói - RJ, Brasil",Sudeste,Rio de Janeiro,Niterói,CARAMUJO,,,-22.8882102000,-43.0644088000,"03/01/2020, 13:30:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32878,"Parque Sao Jose, Belford Roxo - RJ, Brasil",Sudeste,Rio de Janeiro,Belford Roxo,SAO JOSE,,,-22.7399515000,-43.3355012000,"03/01/2020, 15:20:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32891,"Para Pedro, Colégio, Rio de Janeiro - RJ, 21235-280, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,COLEGIO,,FAVELA PARA PEDRO,-22.8385298000,-43.3341193000,"03/01/2020, 17:00:00",true,true,PM,Ação policial,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32879,"Miriambi, São Gonçalo - RJ, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,MIRIAMBI,,,-22.8233382000,-42.9866413000,"03/01/2020, 17:17:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32895,"R. Ângela Maria - Brasilândia, São Gonçalo - RJ, 24465-450, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,BRASILANDIA II,,,-22.8226132000,-43.0573208000,"03/01/2020, 19:30:00",false,false,,Homicidio/Tentativa,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32881,"13, Cidade de Deus, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CIDADE DE DEUS,,CIDADE DE DEUS,-22.9465479000,-43.3697197000,"03/01/2020, 20:49:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32883,"Morro do Borel, Tijuca, Rio de Janeiro - RJ, 20530-420, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,TIJUCA,,MORRO DO BOREL,-22.9395041000,-43.2515359000,"03/01/2020, 21:22:00",true,true,N�o identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32889,"Rodovia Presidente Dutra - Vigário Geral, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VIGARIO GERAL,,,-22.8196808000,-43.3154130000,"04/01/2020, 00:40:00",false,false,,Tentativa/Roubo de cargas,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32896,"R. Delícia Nunes Silva - Pacheco, São Gonçalo - RJ, 24733, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,PACHECO I,,,-22.8356003000,-42.9739895000,"04/01/2020, 02:00:00",false,false,,Homicidio/Tentativa,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32888,"Morro Santa Marta - Botafogo, Rio de Janeiro - RJ, 22260-126, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BOTAFOGO,,SANTA MARTA,-22.9466606000,-43.1942750000,"04/01/2020, 04:01:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32892,"Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA KENNEDY,,VILA KENNEDY,-22.8581095000,-43.4875308000,"04/01/2020, 05:38:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32980,"Porto do Rosa, São Gonçalo - RJ, 24470-000, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,PORTO DO ROSA,,,-22.7958505000,-43.0454065000,"04/01/2020, 06:00:00",true,true,N�o identificado,Ação policial,,,false,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32893,"São Leopoldo, Belford Roxo - RJ, Brasil",Sudeste,Rio de Janeiro,Belford Roxo,BARRO VERMELHO,SAO LEOPOLDO,,-22.7336628000,-43.3798377000,"04/01/2020, 07:00:00",true,true,PM,Operação policial,,,false,0,4,0,0,0,0,0,0,0,0,0,0,0,0
32894,"Complexo do Chapadão - Costa Barros, Rio de Janeiro - RJ, 21755-470, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,COSTA BARROS,,COMPLEXO DO CHAPADAO,-22.8229118000,-43.3767869000,"04/01/2020, 07:39:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32897,"Sítio de Ferro, Badu, Niterói - RJ, 24310, Brasil",Sudeste,Rio de Janeiro,Niterói,BADU,,SITIO DE FERRO,-22.9063193000,-43.0511848000,"04/01/2020, 09:30:00",true,true,PM,Operação policial,,,false,2,2,0,0,0,0,0,0,0,0,0,0,0,0
32898,"Cidade de Deus, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CIDADE DE DEUS,,CIDADE DE DEUS,-22.9465479000,-43.3697197000,"04/01/2020, 13:34:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32899,"Favela do Rato Molhado, Engenho Novo, Rio de Janeiro - RJ, 20780-180, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ENGENHO NOVO,,FAVELA DO RATO MOLHADO (OU DOIS DE MAIO),-22.8972266000,-43.2618392000,"04/01/2020, 15:50:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32900,"Sítio de Ferro, Itaipu, Niterói - RJ, 24350-310, Brasil",Sudeste,Rio de Janeiro,Niterói,CANTAGALO,,SITIO DE FERRO,-22.9105202000,-43.0534545000,"04/01/2020, 17:00:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32902,"343 - R. Angelina, 227 - Parque Valdairosa, Queimados - RJ, 26311-170, Brasil",Sudeste,Rio de Janeiro,Queimados,VALDORIOSA,,,-22.7242543000,-43.5777503000,"04/01/2020, 17:30:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32904,"Morro do Estado, Niterói - RJ, Brasil",Sudeste,Rio de Janeiro,Niterói,MORRO DO ESTADO,,MORRO DO ESTADO,-22.8989571000,-43.1193031000,"05/01/2020, 02:00:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32907,"Praça Seca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PRACA SECA,,,-22.8969198000,-43.3516802000,"05/01/2020, 03:57:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32908,"Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA KENNEDY,,VILA KENNEDY,-22.8581095000,-43.4875308000,"05/01/2020, 04:30:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32905,"R. Valentim Magalhães, 99 - Recanto das Acácias, São Gonçalo - RJ, 24474-810, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,RECANTO DAS ACACIAS,,COMPLEXO DO SALGUEIRO,-22.7870040000,-43.0248700000,"05/01/2020, 04:33:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32909,"Lagoa, Magé - RJ, Brasil",Sudeste,Rio de Janeiro,Magé,NOVO MUNDO,LAGOA,,-22.6469979000,-43.0426159000,"05/01/2020, 05:00:00",true,true,PM,Operação policial,,,false,0,2,0,0,0,0,0,0,0,0,0,0,0,0
32906,"Morro da Dita, Jóquei Clube, São Gonçalo - RJ, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,JOCKEY,,MORRO DA DITA,-22.8504179000,-43.0032857000,"05/01/2020, 06:08:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32922,"Arsenal, São Gonçalo - RJ, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,ARSENAL,,,-22.8654545000,-43.0073426000,"05/01/2020, 12:00:00",true,true,N�o identificado,Ação policial,,,false,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32912,"Morro da Mineira - Catumbi, Rio de Janeiro - RJ, 20211-295, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CATUMBI,,MORRO DA MINEIRA (COMPLEXO DO SAO CARLOS),-22.9165218000,-43.1974061000,"05/01/2020, 12:40:00",true,true,PM,Ação policial,,,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32913,"Vale das Mangueiras, Wona, Belford Roxo - RJ, 26175-285, Brasil",Sudeste,Rio de Janeiro,Belford Roxo,WONA,,CONDOMINIO VALE DAS MANGUEIRAS,-22.7231073000,-43.3416207000,"05/01/2020, 13:05:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32914,"Favela do Dick 1, Gramacho, Duque de Caxias - RJ, 25050-100, Brasil Duque de",Sudeste,Rio de Janeiro,Duque de Caxias,GRAMACHO,,FAVELA DO DIQUE,-22.7501919000,-43.2996070000,"05/01/2020, 14:40:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32915,"Final Feliz, Complexo do Chapadão, Anchieta - Rio de Janeiro",Sudeste,Rio de Janeiro,Rio de Janeiro,ANCHIETA,,MORRO DO FINAL FELIZ (COMPLEXO DO CHAPADAO),-22.8274311000,-43.3880540000,"05/01/2020, 14:48:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32916,"Corte 8, Duque de Caxias - RJ, 25030-180, Brasil",Sudeste,Rio de Janeiro,Duque de Caxias,CENTENARIO,VILA CENTENARIO,CORTE 8 (COMPLEXO DA MANGUEIRINHA),-22.7711029000,-43.3122001000,"05/01/2020, 15:08:00",true,true,N�o identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32917,"13, Cidade de Deus, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CIDADE DE DEUS,,CIDADE DE DEUS,-22.9465479000,-43.3697197000,"05/01/2020, 16:47:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32918,"Complexo da Mangueirinha, Vila Centenario, Duque de Caxias - RJ, 25030-050, Brasil",Sudeste,Rio de Janeiro,Duque de Caxias,CENTENARIO,VILA CENTENARIO,COMPLEXO DA MANGUEIRINHA,-22.7725130000,-43.3101110000,"05/01/2020, 16:50:00",true,true,PM,Operação policial,,,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32919,"Tijuca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,TIJUCA,,,-22.9325728000,-43.2410248000,"05/01/2020, 17:45:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32920,"Estr. do Pedregoso, 1125 - Campo Grande, Rio de Janeiro - RJ, 23095-250, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CAMPO GRANDE,,,-22.8689692000,-43.5609111000,"05/01/2020, 19:54:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32921,"Corte Oito, Duque de Caxias - RJ, Brasil",Sudeste,Rio de Janeiro,Duque de Caxias,CENTENARIO,VILA CENTENARIO,CORTE 8 (COMPLEXO DA MANGUEIRINHA),-22.7711076000,-43.3122048000,"05/01/2020, 20:33:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32923,"13, Cidade de Deus, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CIDADE DE DEUS,,CIDADE DE DEUS,-22.9465479000,-43.3697197000,"05/01/2020, 21:37:00",true,true,N�o identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33047,"Morro da Babilônia - Leme, Rio de Janeiro - RJ, 22010-060, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,LEME,,BABILONIA,-22.9604430000,-43.1707020000,"05/01/2020, 22:00:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32929,"Quadra Flor da Mina, Andaraí, Rio de Janeiro - RJ, 20541-170, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ANDARAI,,MORRO DO ANDARAI,-22.9319979000,-43.2556264000,"05/01/2020, 22:10:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32924,"13, Cidade de Deus, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CIDADE DE DEUS,,CIDADE DE DEUS,-22.9465479000,-43.3697197000,"05/01/2020, 22:42:00",true,true,N�o identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32925,"Vila do João, Complexo da Maré, Rio de Janeiro - RJ, 21032-000, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARE,,VILA DO JOAO (COMPLEXO DA MARE),-22.8729313000,-43.2404233000,"06/01/2020, 02:11:00",true,true,N�o identificado,Operação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32926,"Vila Kennedy, Rio de Janeiro - RJ, 21850-007, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA KENNEDY,,VILA KENNEDY,-22.8604006000,-43.4884116000,"06/01/2020, 02:57:00",true,true,N�o identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32962,"Morro da Caixa D'água, Queimados, RJ, 26380-044, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,QUINTINO BOCAIUVA,,MORRO DA CAIXA D'AGUA (COMPLEXO DO 18),-22.8936111000,-43.3163889000,"06/01/2020, 03:00:00",true,true,N�o identificado,Operação policial,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32930,"Favela da Coréia - Senador Camará, Rio de Janeiro - RJ, 21830-565, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,SENADOR CAMARA,,FAVELA DA COREIA (COMPLEXO DA COREIA DE SENADOR CAMARA),-22.8795382000,-43.4893010000,"06/01/2020, 03:05:00",true,true,PM,Operação policial,,,false,0,2,0,0,0,0,0,0,0,0,0,0,0,0
32931,"Morro dos Prazeres - Santa Teresa, Rio de Janeiro - RJ, 22241, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,SANTA TERESA,,MORRO DOS PRAZERES,-22.9347222000,-43.2047222000,"06/01/2020, 03:30:00",true,true,N�o identificado,Operação policial,,,false,0,2,0,0,0,0,0,0,0,0,0,0,0,0
33549,"São João de Meriti, RJ, Brasil",Sudeste,Rio de Janeiro,São João de Meriti,NI,,,-22.7907664000,-43.3699364000,"06/01/2020, 05:00:00",true,true,PM (GPFER),Ação policial,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32952,"Rod. Niterói - Manilha - Barreto, Niterói - RJ, Brasil",Sudeste,Rio de Janeiro,Niterói,BARRETO,,,-22.8578476000,-43.1045710000,"06/01/2020, 06:00:00",false,false,,Homicidio/Tentativa,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32928,"Baixa do Sapateiro - Maré, Rio de Janeiro - RJ, 21042-420, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARE,,BAIXA DO SAPATEIRO (COMPLEXO DA MARE),-22.8613683000,-43.2429213000,"06/01/2020, 06:10:00",true,true,N�o identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32932,"Rua Tatajuba, Nova Holanda, Complexo da Maré, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARE,,NOVA HOLANDA (COMPLEXO DA MARE),-22.8568696000,-43.2428977000,"06/01/2020, 07:04:00",true,true,N�o identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32933,"Morro do Juramento - Vicente de Carvalho, Rio de Janeiro - RJ, 21370, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.8600128000,-43.3159810000,"06/01/2020, 07:51:00",true,true,N�o identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32935,"Fazenda dos Mineiros, São Gonçalo - RJ, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,FAZENDA DOS MINEIROS,,,-22.7814636000,-43.0310092000,"06/01/2020, 08:04:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32936,"Barro Vermelho, Gramacho, Duque de Caxias - RJ, Brasil",Sudeste,Rio de Janeiro,Duque de Caxias,VILA SAO JOSE,VILA SANTO ANTONIO,FAVELA DO BARRO VERMELHO,-22.7477004000,-43.3140669000,"06/01/2020, 09:45:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32937,"Morro dos Prazeres - Santa Teresa, Rio de Janeiro - RJ, 22241, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,SANTA TERESA,,MORRO DOS PRAZERES,-22.9347222000,-43.2047222000,"06/01/2020, 10:05:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32944,"Favela do Bicinho - R. Amilar Silva Praça, 36 - Pacheco, São Gonçalo - RJ, 24732-690, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,PACHECO I,,COMUNIDADE DO BICHINHO,-22.8365780000,-42.9715490000,"06/01/2020, 13:45:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32946,"480 - R. Joaquim Laranjeiras, 108 - Alcantara, São Gonçalo - RJ, 24731-071, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,RAUL VEIGA II,ALCANTARA,,-22.8249881000,-42.9915830000,"06/01/2020, 15:03:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32949,"Morro da Brasília - Engenhoca, Niterói - RJ, Brasil",Sudeste,Rio de Janeiro,Niterói,ENGENHOCA,,FAVELA NOVA BRASILIA,-22.8690080000,-43.0916390000,"06/01/2020, 15:16:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32950,"Buraco Quente, Wona, Belford Roxo - RJ, Brasil",Sudeste,Rio de Janeiro,Belford Roxo,WONA,,,-22.7231919000,-43.3458930000,"06/01/2020, 16:17:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32960,"Miriambi, São Gonçalo - RJ, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,MIRIAMBI,,,-22.8233382000,-42.9866413000,"06/01/2020, 16:33:00",true,true,PM,Ação policial,,,false,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32953,"Morro da Torre, Vila Nascente, Queimados - RJ, 26325-055, Brasil",Sudeste,Rio de Janeiro,Queimados,VILA NASCENTE,ALIANCA,MORRO DA TORRE,-22.7232710000,-43.5501600000,"06/01/2020, 16:38:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32954,"Pavão-Pavãozinho, Copacabana, Rio de Janeiro - RJ, 22071-060, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,COPACABANA,,MORRO DO PAVAO-PAVAOZINHO,-22.9807270000,-43.1945870000,"06/01/2020, 16:56:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32963,"Rod. Washington Luíz - Santo Antônio, Duque de Caxias - RJ, Brasil",Sudeste,Rio de Janeiro,Duque de Caxias,SANTO ANTONIO,,,-22.6165356000,-43.2866855000,"06/01/2020, 19:00:00",true,true,PM,Arrastão,,,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32961,"Corte Oito, Duque de Caxias - RJ, Brasil",Sudeste,Rio de Janeiro,Duque de Caxias,CENTENARIO,VILA CENTENARIO,CORTE 8 (COMPLEXO DA MANGUEIRINHA),-22.7711076000,-43.3122048000,"06/01/2020, 20:17:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32974,"Morro do Estado, Niterói - RJ, Brasil",Sudeste,Rio de Janeiro,Niterói,MORRO DO ESTADO,,MORRO DO ESTADO,-22.8989571000,-43.1193031000,"07/01/2020, 00:00:00",false,false,,Disputa,,,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32973,"R. Um - Senador Camará, Rio de Janeiro - RJ, 21831-280, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,SENADOR CAMARA,,,-22.8904785000,-43.4869350000,"07/01/2020, 07:30:00",true,true,N�o identificado,Ação policial,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32968,"R. Pedrinho Portes, Morro da Caixa D'água - Queimados - RJ, Brasil",Sudeste,Rio de Janeiro,Queimados,CENTRO,VILA DAS MANGUEIRAS,MORRO DA CAIXA D'AGUA,-22.7127283000,-43.5504011000,"07/01/2020, 10:00:00",true,true,PM,Operação policial,,,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33001,"Av. de Santa Cruz, 7050 - Comunidade do Sapo  - Senador Camará, Rio de Janeiro - RJ, 21810-007, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,FAVELA DO SAPO DE CAMARA (COMPLEXO DO SAPO DE CAMARA),-22.8816100000,-43.4819470000,"07/01/2020, 12:00:00",false,false,,Tentativa/Roubo,,,false,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32969,"Morro dos Macacos - Vila Isabel, Rio de Janeiro - RJ, 20560, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,RIACHUELO,,MORRO DOS MACACOS,-22.9090869000,-43.2553349000,"07/01/2020, 12:28:00",true,true,PM,Ação policial,,,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32971,"Morro do Petróleo - Arsenal, São Gonçalo - RJ, 24745-410, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,ARSENAL,,MORRO DO PETROLEO,-22.8593830000,-43.0057950000,"07/01/2020, 12:35:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32976,"Miriambi, São Gonçalo - RJ, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,MIRIAMBI,,,-22.8233382000,-42.9866413000,"07/01/2020, 16:20:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32977,"Estr. dos Bandeirantes, 5000 - Curicica, Rio de Janeiro - RJ, 22775-112, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CURICICA,,,-22.9598392000,-43.3886747000,"07/01/2020, 16:40:00",false,false,,Não identificado,,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0
